Localisation;Service;Fréquence Min (MHz);Fréquence Max (MHz);Preset
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.14375;162.15625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.14375;162.15625;Oui
PS4 - PARIS SUD 4;Talkback_System;162.14375;162.15625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.16875;162.18125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.16875;162.18125;Oui
PS4 - PARIS SUD 4;Talkback_System;162.16875;162.18125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.30625;162.39375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.30625;162.39375;Oui
PS4 - PARIS SUD 4;Talkback_System;162.30625;162.39375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.41875;162.51875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.41875;162.51875;Oui
PS4 - PARIS SUD 4;Talkback_System;162.41875;162.51875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.53125;162.59375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.53125;162.59375;Oui
PS4 - PARIS SUD 4;Talkback_System;162.53125;162.59375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.64375;162.68125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.64375;162.68125;Oui
PS4 - PARIS SUD 4;Talkback_System;162.64375;162.68125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.70625;162.75625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.70625;162.75625;Oui
PS4 - PARIS SUD 4;Talkback_System;162.70625;162.75625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.76875;162.78125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.76875;162.78125;Oui
PS4 - PARIS SUD 4;Talkback_System;162.76875;162.78125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.83125;162.86875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;162.83125;162.86875;Oui
PS4 - PARIS SUD 4;Talkback_System;162.83125;162.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.88125;162.91875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.93125;162.94375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.95625;162.98125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;162.99375;163.05625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.06875;163.11875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.13125;163.16875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.18125;163.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.23125;163.28125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.29375;163.36875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;163.38125;164.11875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.13125;164.14375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.15625;164.16875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.18125;164.29375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.30625;164.31875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.35625;164.78125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.80625;164.81875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.89375;164.90625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;164.93125;164.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.04375;165.05625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.08125;165.09375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.20625;165.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.21875;165.23125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.25625;165.29375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.30625;165.34375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.36875;165.39375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.44375;165.53125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.54375;165.64375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.65625;165.68125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.69375;165.71875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.74375;165.79375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.85625;165.90625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;165.91875;166.00625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.01875;166.13125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.14375;166.24375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.25625;166.35625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.36875;166.38125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.39375;166.41875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.43125;166.50625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.51875;166.56875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.58125;166.61875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.63125;166.65625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.66875;166.68125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.69375;166.70625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.74375;166.75625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.88125;166.90625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;166.93125;166.95625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.06875;167.08125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.09375;167.10625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.11875;167.13125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.18125;167.20625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.21875;167.40625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.41875;167.43125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.48125;167.53125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.54375;167.56875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.58125;167.65625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.69375;167.71875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.75625;167.78125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.79375;167.84375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.85625;167.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.88125;167.96875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;167.98125;168.13125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.14375;168.39375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.40625;168.44375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.45625;168.64375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.65625;168.66875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.68125;168.74375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;168.75625;168.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;169.81875;169.83125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;169.85625;169.89375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;169.90625;169.93125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;169.96875;169.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.05625;170.13125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.14375;170.24375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.25625;170.28125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.34375;170.39375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.45625;170.48125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.49375;170.50625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.51875;170.60625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.61875;170.73125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.74375;170.84375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.85625;170.95625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.96875;170.98125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;170.99375;171.01875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.03125;171.10625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.11875;171.16875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.18125;171.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.23125;171.25625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.26875;171.28125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.29375;171.30625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.34375;171.35625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.48125;171.50625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.53125;171.55625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.61875;171.63125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.66875;171.68125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.69375;171.70625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.71875;171.73125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.78125;171.80625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;171.81875;172.00625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.01875;172.03125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.08125;172.13125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.14375;172.16875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.18125;172.25625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.29375;172.32125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.35625;172.44375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.45625;172.46875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.48125;172.56875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.58125;172.73125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;172.74375;172.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;173.00625;173.24375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;173.25625;173.26875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;173.28125;173.34375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;173.35625;173.46875;Oui
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;179.25;181;Non
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;188;189.75;Non
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;195;198.5;Non
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;200.25;202;Non
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;210.75;212.5;Non
PS4 - PARIS SUD 4;Wireless_Microphones_and_In_Ear_Monitor;221.25;223;Non
PS4 - PARIS SUD 4;Private_Mobile_Radio;403.5;405.5;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;403.5;405.5;Oui
PS4 - PARIS SUD 4;Talkback_System;403.5;405.5;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.1;406.10625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.1;406.10625;Oui
PS4 - PARIS SUD 4;Talkback_System;406.1;406.10625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.13125;406.14375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.13125;406.14375;Oui
PS4 - PARIS SUD 4;Talkback_System;406.13125;406.14375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.28125;406.29375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.28125;406.29375;Oui
PS4 - PARIS SUD 4;Talkback_System;406.28125;406.29375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.51875;406.53125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.51875;406.53125;Oui
PS4 - PARIS SUD 4;Talkback_System;406.51875;406.53125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.56875;406.58125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.56875;406.58125;Oui
PS4 - PARIS SUD 4;Talkback_System;406.56875;406.58125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.63125;406.64375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.63125;406.64375;Oui
PS4 - PARIS SUD 4;Talkback_System;406.63125;406.64375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.78125;406.79375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.78125;406.79375;Oui
PS4 - PARIS SUD 4;Talkback_System;406.78125;406.79375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.81875;406.84375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.81875;406.84375;Oui
PS4 - PARIS SUD 4;Talkback_System;406.81875;406.84375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.85625;406.86875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.85625;406.86875;Oui
PS4 - PARIS SUD 4;Talkback_System;406.85625;406.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.88125;406.90625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.88125;406.90625;Oui
PS4 - PARIS SUD 4;Talkback_System;406.88125;406.90625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;406.93125;406.96875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;406.93125;406.96875;Oui
PS4 - PARIS SUD 4;Talkback_System;406.93125;406.96875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.03125;407.04375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.03125;407.04375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.03125;407.04375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.06875;407.09375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.06875;407.09375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.06875;407.09375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.13125;407.14375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.13125;407.14375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.13125;407.14375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.20625;407.21875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.20625;407.21875;Oui
PS4 - PARIS SUD 4;Talkback_System;407.20625;407.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.31875;407.35625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.31875;407.35625;Oui
PS4 - PARIS SUD 4;Talkback_System;407.31875;407.35625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.44375;407.45625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.44375;407.45625;Oui
PS4 - PARIS SUD 4;Talkback_System;407.44375;407.45625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.46875;407.49375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.46875;407.49375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.46875;407.49375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.53125;407.56875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.53125;407.56875;Oui
PS4 - PARIS SUD 4;Talkback_System;407.53125;407.56875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.59375;407.63125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.59375;407.63125;Oui
PS4 - PARIS SUD 4;Talkback_System;407.59375;407.63125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.64375;407.65625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.64375;407.65625;Oui
PS4 - PARIS SUD 4;Talkback_System;407.64375;407.65625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.68125;407.69375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.68125;407.69375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.68125;407.69375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.73125;407.74375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.73125;407.74375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.73125;407.74375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.75625;407.79375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.75625;407.79375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.75625;407.79375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.80625;407.84375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.80625;407.84375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.80625;407.84375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.86875;407.89375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.86875;407.89375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.86875;407.89375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.90625;407.93125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.90625;407.93125;Oui
PS4 - PARIS SUD 4;Talkback_System;407.90625;407.93125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;407.95625;407.99375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;407.95625;407.99375;Oui
PS4 - PARIS SUD 4;Talkback_System;407.95625;407.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;409.00625;409.58125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;409.00625;409.58125;Oui
PS4 - PARIS SUD 4;Talkback_System;409.00625;409.58125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;412.53125;412.59375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;412.60625;413.44375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;413.96875;414.23125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.58125;414.60625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.68125;414.69375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.71875;414.75625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.76875;414.78125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.8;414.825;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.85;414.875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;414.9;414.95;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;417.20625;417.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;417.35;417.375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;417.7;417.725;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;417.75;417.775;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.1;418.125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.175;418.225;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.25;418.275;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.325;418.35;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.4;418.425;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.475;418.5;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.575;418.6;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;418.725;418.75;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;419.2;419.225;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;419.45;419.475;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;419.575;419.6;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;419.925;419.95;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;419.975;420;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;422.53125;422.59375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;422.60625;423.44375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;423.96875;424.23125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.68125;424.69375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.71875;424.75625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.76875;424.78125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.8;424.825;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.85;424.875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;424.9;424.95;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;426.575;427.21875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;427.35;427.375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;427.7;427.725;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;427.75;427.775;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.1;428.125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.175;428.225;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.25;428.275;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.325;428.35;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.4;428.425;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.475;428.5;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.575;428.6;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;428.725;428.75;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;429.2;429.225;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;429.45;429.475;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;429.925;429.95;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;429.975;430;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;430;431.36875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;431.375;431.45625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;431.49375;432.45625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;432.56875;433.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;433.875;434.41875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;434.48125;434.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;435;435.18125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;435.21875;435.50625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;435.55625;436.36875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;436.375;437.00625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;437.05625;437.38125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;437.44375;437.49375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;437.5;438.86875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;438.875;439.69375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;439.70625;439.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;441.80625;441.89375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;441.80625;441.89375;Oui
PS4 - PARIS SUD 4;Talkback_System;441.80625;441.89375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.00625;442.14375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.00625;442.14375;Oui
PS4 - PARIS SUD 4;Talkback_System;442.00625;442.14375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.23125;442.39375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.23125;442.39375;Oui
PS4 - PARIS SUD 4;Talkback_System;442.23125;442.39375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.41875;442.46875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.41875;442.46875;Oui
PS4 - PARIS SUD 4;Talkback_System;442.41875;442.46875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.48125;442.66875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.48125;442.66875;Oui
PS4 - PARIS SUD 4;Talkback_System;442.48125;442.66875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.68125;442.89375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.68125;442.89375;Oui
PS4 - PARIS SUD 4;Talkback_System;442.68125;442.89375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;442.99375;443.25625;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;442.99375;443.25625;Oui
PS4 - PARIS SUD 4;Talkback_System;442.99375;443.25625;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;443.93125;444.49375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;443.93125;444.49375;Oui
PS4 - PARIS SUD 4;Talkback_System;443.93125;444.49375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;444.51875;444.53125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;444.51875;444.53125;Oui
PS4 - PARIS SUD 4;Talkback_System;444.51875;444.53125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;444.66875;444.68125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;444.66875;444.68125;Oui
PS4 - PARIS SUD 4;Talkback_System;444.66875;444.68125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;445.80625;445.81875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;445.80625;445.81875;Oui
PS4 - PARIS SUD 4;Talkback_System;445.80625;445.81875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;445.86875;445.88125;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;445.86875;445.88125;Oui
PS4 - PARIS SUD 4;Talkback_System;445.86875;445.88125;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;446.93125;446.94375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;446.93125;446.94375;Oui
PS4 - PARIS SUD 4;Talkback_System;446.93125;446.94375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;446.96875;446.99375;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;446.96875;446.99375;Oui
PS4 - PARIS SUD 4;Talkback_System;446.96875;446.99375;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;447.76875;447.81875;Oui
PS4 - PARIS SUD 4;Telemetry_Telecommand;447.76875;447.81875;Oui
PS4 - PARIS SUD 4;Talkback_System;447.76875;447.81875;Oui
PS4 - PARIS SUD 4;Private_Mobile_Radio;447.83125;447.99375;Oui
